year,month,day,hour,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
2013,3,8,16,112.0,90.0,2299.0,107.0,12.3,997.0,-0.9,0.0,S,2.9,6
2013,3,8,20,35.0,77.0,1000.0,106.0,7.6,998.3,-1.4,0.0,ENE,0.4,5
2013,3,8,21,33.0,42.0,1100.0,86.0,7.4,998.9,-2.1,0.0,E,1.7,11
2013,3,9,6,18.0,28.0,1200.0,107.0,1.8,989.0,-3.3,0.0,NNW,0.4,2
2013,3,9,6,74.0,76.0,2700.0,86.0,3.8,991.3,-3.3,0.0,NNW,0.2,11
2013,3,9,18,3.0,12.0,300.0,94.0,7.9,1017.5,-20.8,0.0,NNE,5.2,7
2013,3,9,21,3.0,19.0,400.0,85.0,5.6,1022.6,-19.9,0.0,N,4.5,9
2013,3,9,23,26.0,20.0,400.0,95.0,0.0,1018.0,-16.8,0.0,SW,1.0,6
2013,3,9,23,4.0,16.0,400.0,81.0,1.8,1020.4,-15.7,0.0,NE,0.5,11
2013,3,10,14,18.0,19.0,500.0,91.0,11.4,1020.8,-16.1,0.0,SSW,3.9,9
2013,3,10,20,28.0,75.0,1000.0,97.0,7.6,1021.1,-12.3,0.0,S,2.4,3
2013,3,11,6,62.0,81.0,1100.0,95.0,-0.2,1019.1,-8.2,0.0,ESE,0.8,7
2013,3,11,15,124.0,76.0,1700.0,103.0,10.7,1008.2,-7.1,0.0,S,1.5,5
2013,3,11,17,164.0,93.0,2000.0,83.0,9.7,1009.7,-5.8,0.0,SSW,2.1,4
2013,3,12,1,56.0,91.0,1600.0,47.0,4.8,1006.8,-2.8,0.0,SSE,0.0,0
2013,3,12,4,63.0,70.0,1399.0,47.0,4.7,1005.6,0.1,1.4,NE,1.3,11
2013,3,12,5,25.0,105.0,2399.0,53.0,4.6,1004.2,1.1,0.1,NNW,1.1,5
2013,3,12,10,14.0,90.0,1600.0,57.0,3.7,1008.9,2.5,0.2,NE,0.9,3
2013,3,12,17,45.0,96.0,2299.0,29.0,6.6,1006.2,3.2,0.0,W,0.0,1
2013,3,13,3,11.0,17.0,300.0,73.0,1.5,1021.8,-11.3,0.0,NE,1.1,7
2013,3,13,6,6.0,13.0,300.0,83.0,0.6,1019.3,-11.5,0.0,NE,1.2,2
2013,3,13,8,24.0,62.0,600.0,73.0,3.0,1027.1,-12.1,0.0,ENE,4.0,7
2013,3,13,17,7.0,35.0,500.0,86.0,6.8,1020.5,-10.9,0.0,S,2.6,5
2013,3,13,22,18.0,67.0,700.0,77.0,4.0,1023.8,-8.1,0.0,SSW,3.2,0
2013,3,13,23,7.0,29.0,600.0,89.0,1.4,1020.9,-9.3,0.0,ESE,0.8,2
2013,3,13,23,23.0,49.0,1000.0,83.0,2.4,1026.9,-4.8,0.0,SSW,2.9,9
2013,3,14,0,17.0,79.0,1200.0,86.0,2.7,1022.5,-4.5,0.0,SSW,2.2,5
2013,3,14,0,16.0,48.0,1399.0,83.0,1.6,1026.8,-5.6,0.0,S,3.3,9
2013,3,14,4,24.0,53.0,1200.0,82.0,-0.5,1023.9,-3.9,0.0,NE,2.4,4
2013,3,14,8,11.0,54.0,1500.0,77.0,0.5,1024.9,-4.2,0.0,NW,2.3,0
2013,3,14,11,68.0,61.0,1500.0,92.0,4.8,1019.0,-4.8,0.0,SSW,2.2,1
2013,3,14,13,102.0,53.0,1000.0,83.0,8.9,1021.8,-6.1,0.0,W,3.1,9
2013,3,14,15,81.0,77.0,1399.0,83.0,9.9,1021.1,-5.7,0.0,S,2.5,8
2013,3,14,15,116.0,78.0,1100.0,68.0,9.3,1018.7,-4.3,0.0,S,3.2,10
2013,3,14,18,80.0,72.0,1300.0,60.0,6.3,1021.0,-4.5,0.0,S,1.9,8
2013,3,14,20,26.0,117.0,2100.0,45.0,1.4,1015.8,-4.3,0.0,WNW,1.9,6
2013,3,15,3,64.0,121.0,3100.0,68.0,0.7,1018.3,-3.0,0.0,NE,1.0,3
2013,3,15,11,101.0,83.0,1899.0,15.0,8.7,1016.1,-2.3,0.0,N,1.5,9
2013,3,15,14,102.0,150.0,3000.0,50.0,11.7,1010.5,-0.5,0.0,SSW,1.5,11
2013,3,16,0,76.0,128.0,3500.0,49.0,7.8,1014.7,0.7,0.0,E,0.8,11
2013,3,16,6,66.0,128.0,2500.0,71.0,6.6,1017.4,-0.4,0.0,E,0.7,5
2013,3,16,11,85.0,112.0,2299.0,81.0,13.7,1016.1,-2.3,0.0,ESE,2.6,1
2013,3,16,11,70.0,64.0,2000.0,73.0,13.3,1017.7,-0.7,0.0,SW,1.5,5
2013,3,16,18,92.0,132.0,4099.0,107.0,11.8,1012.4,1.7,0.0,S,2.5,5
2013,3,17,1,50.0,112.0,2600.0,107.0,6.5,1009.3,1.6,0.0,SW,0.7,5
2013,3,17,5,59.0,73.0,1800.0,107.0,5.3,1004.5,1.0,0.0,N,0.4,1
2013,3,17,10,73.0,117.0,2500.0,107.0,10.5,1001.4,2.3,0.0,SW,1.0,5
2013,3,17,13,130.0,107.0,2700.0,101.0,15.1,997.9,3.6,0.0,SW,2.0,11
2013,3,17,15,125.0,112.0,2600.0,103.0,14.4,994.0,1.6,0.0,NW,0.9,6
2013,3,17,23,67.0,207.0,4099.0,100.0,8.7,996.0,3.7,0.0,NE,1.9,10
2013,3,18,5,3.0,8.0,300.0,107.0,7.0,997.2,-8.6,0.0,N,2.7,2
2013,3,18,8,3.0,26.0,400.0,107.0,6.8,1004.9,-16.6,0.0,NNE,2.6,9
2013,3,18,9,4.0,11.0,100.0,103.0,8.3,1000.7,-18.6,0.0,NNE,4.1,6
2013,3,18,12,17.0,138.0,600.0,107.0,11.7,1003.6,-15.9,0.0,NNW,2.4,0
2013,3,18,20,21.0,44.0,800.0,52.0,5.4,1000.0,-4.2,0.0,S,4.5,1
2013,3,19,6,10.0,33.0,600.0,23.0,0.8,1005.3,-3.7,0.0,W,0.5,11
2013,3,19,7,3.0,21.0,400.0,40.0,0.7,1004.2,-2.2,0.0,N,1.3,1
2013,3,19,13,3.0,42.0,900.0,16.0,2.4,1004.6,0.9,0.1,WNW,1.0,1
2013,3,19,18,4.0,54.0,1000.0,21.0,2.2,1013.4,1.3,0.5,ENE,1.4,9
2013,3,20,5,6.0,26.0,800.0,44.0,-4.0,1021.6,-4.5,0.8,SSW,0.0,7
2013,3,20,15,13.0,10.0,100.0,91.0,6.0,1012.0,-8.3,0.0,SSW,3.6,6
2013,3,20,18,5.0,38.0,700.0,60.0,4.1,1017.0,-3.9,0.0,SSW,4.0,8
2013,3,20,20,13.0,46.0,800.0,50.0,3.1,1013.8,-2.4,0.0,SW,2.9,4
2013,3,20,20,15.0,57.0,900.0,42.0,3.6,1016.2,-3.9,0.0,S,1.8,7
2013,3,20,22,4.0,73.0,1300.0,4.0,-0.7,1010.1,-1.1,0.0,NW,0.8,6
2013,3,21,1,19.0,40.0,1000.0,34.0,2.0,1013.1,-4.3,0.0,SSW,2.3,3
2013,3,21,2,19.0,35.0,800.0,23.0,1.6,1012.1,-4.5,0.0,SSW,1.7,3
2013,3,21,4,22.0,74.0,1000.0,2.0,-1.7,1008.5,-3.0,0.0,WNW,0.7,10
2013,3,21,5,6.0,55.0,1200.0,9.0,-1.0,1004.9,-4.5,0.0,NNE,1.5,6
2013,3,21,20,27.0,109.0,1800.0,2.0,6.1,1002.4,-1.1,0.0,NE,1.8,11
2013,3,22,0,28.0,80.0,1700.0,10.0,4.8,1006.5,-1.7,0.0,E,0.7,11
2013,3,22,2,32.0,62.0,1100.0,42.0,4.3,1011.2,-4.2,0.0,NE,0.9,3
2013,3,22,4,33.0,73.0,800.0,34.0,4.6,1009.9,-11.1,0.0,E,1.4,11
2013,3,22,11,32.0,81.0,1100.0,48.0,8.6,1015.5,-7.2,0.0,SSE,2.5,7
2013,3,22,11,20.0,48.0,400.0,70.0,8.0,1016.4,-6.9,0.0,S,4.2,8
2013,3,22,11,32.0,71.0,1200.0,53.0,8.6,1015.5,-7.2,0.0,SSE,2.5,9
2013,3,22,15,31.0,47.0,1100.0,64.0,9.6,1010.6,-2.1,0.0,SSW,4.6,0
2013,3,22,19,26.0,54.0,900.0,59.0,7.8,1011.0,-3.7,0.0,S,2.7,0
2013,3,22,21,18.0,44.0,800.0,51.0,3.9,1014.1,-4.6,0.0,SE,2.4,9
2013,3,23,1,24.0,58.0,1600.0,23.0,2.2,1009.8,-2.7,0.0,SSE,2.1,4
2013,3,23,2,9.0,73.0,1600.0,5.0,1.1,1006.2,-4.0,0.0,ESE,1.8,1
2013,3,23,5,10.0,59.0,1000.0,13.0,0.7,1004.7,-3.6,0.0,ESE,2.5,1
2013,3,23,7,18.0,66.0,1200.0,2.0,1.2,1008.7,-4.9,0.0,ESE,3.5,7
2013,3,23,16,55.0,69.0,1600.0,35.0,11.5,1007.7,-9.5,0.0,NNW,7.7,9
2013,3,24,0,3.0,4.0,400.0,80.0,1.1,1014.7,-15.0,0.0,N,1.0,1
2013,3,24,3,3.0,3.0,200.0,89.0,0.5,1015.2,-15.9,0.0,NNW,2.7,2
2013,3,24,4,3.0,11.0,300.0,62.0,-0.8,1020.7,-13.7,0.0,NNE,2.1,8
2013,3,25,16,41.0,42.0,1100.0,107.0,10.9,1014.4,-8.9,0.0,SW,2.5,9
2013,3,25,17,39.0,59.0,1399.0,93.0,9.9,1015.1,-7.8,0.0,SW,1.8,8
2013,3,25,23,38.0,82.0,900.0,40.0,7.2,1014.0,-10.1,0.0,SSW,1.6,7
2013,3,26,0,42.0,85.0,1000.0,34.0,6.4,1013.7,-10.0,0.0,S,2.4,7
2013,3,26,5,15.0,51.0,1200.0,24.0,-0.7,1007.6,-5.3,0.0,NNW,0.0,2
2013,3,26,11,57.0,69.0,1700.0,42.0,9.7,1008.6,-0.2,0.0,SW,2.6,4
2013,3,26,12,76.0,95.0,1500.0,17.0,10.7,1007.6,-0.2,0.0,SSE,2.7,0
2013,3,26,14,56.0,70.0,1399.0,48.0,12.8,1007.8,-2.3,0.0,WSW,3.6,8
2013,3,26,15,92.0,85.0,1399.0,47.0,12.8,1004.3,0.2,0.0,SW,4.3,0
2013,3,26,18,121.0,105.0,2200.0,41.0,12.2,1005.5,-0.4,0.0,SE,0.6,7
2013,3,27,2,30.0,83.0,1100.0,7.0,6.1,1002.2,3.6,0.0,SSW,1.0,10
2013,3,27,8,18.0,70.0,1700.0,9.0,8.8,1001.5,1.7,0.0,S,0.9,2
2013,3,27,17,7.0,13.0,400.0,90.0,14.5,1005.5,-12.7,0.0,NE,3.9,0
2013,3,27,23,3.0,27.0,300.0,75.0,8.1,1014.0,-14.2,0.0,ENE,2.8,4
2013,3,28,1,4.0,20.0,300.0,83.0,6.4,1012.4,-15.0,0.0,ENE,2.1,5
2013,3,28,13,4.0,7.0,300.0,100.0,12.5,1010.7,-14.3,0.0,WNW,5.0,2
2013,3,28,16,6.0,10.0,400.0,107.0,13.5,1015.0,-17.6,0.0,WNW,3.9,3
2013,3,28,22,3.0,5.0,200.0,92.0,5.2,1013.0,-15.4,0.0,NE,1.6,2
2013,3,28,23,27.0,64.0,1300.0,31.0,3.3,1015.3,-2.7,0.0,W,0.5,11
2013,3,29,5,5.0,29.0,500.0,36.0,-0.6,1014.3,-10.3,0.0,WNW,1.3,6
2013,3,29,19,58.0,76.0,1200.0,53.0,6.5,1017.2,-3.7,0.0,ESE,4.4,7
2013,3,29,21,39.0,54.0,1200.0,35.0,4.7,1018.4,-4.6,0.0,ESE,3.2,3
2013,3,29,23,57.0,49.0,1000.0,39.0,4.7,1017.1,-3.3,0.0,ENE,1.3,4
2013,3,29,23,40.0,90.0,1000.0,17.0,5.0,1015.2,-4.3,0.0,ENE,1.3,5
2013,3,30,0,48.0,77.0,1000.0,14.0,4.3,1017.1,-4.5,0.0,E,1.4,10
2013,3,30,5,64.0,56.0,2299.0,8.0,3.4,1016.0,-6.9,0.0,NE,2.2,11
2013,3,30,8,81.0,63.0,3000.0,16.0,5.8,1017.1,-7.1,0.0,NE,1.1,11
2013,3,30,9,51.0,34.0,1500.0,61.0,7.3,1014.8,-6.8,0.0,SE,1.9,2
2013,3,30,11,73.0,52.0,2100.0,60.0,8.5,1019.2,-4.7,0.0,E,2.9,3
2013,3,30,12,74.0,72.0,2299.0,59.0,10.0,1014.4,-5.6,0.0,E,2.1,5
2013,3,30,12,75.0,38.0,1899.0,66.0,9.9,1015.6,-3.8,0.0,S,1.7,11
2013,3,30,17,30.0,33.0,800.0,98.0,7.8,1017.2,-0.2,0.0,ESE,3.4,3
2013,3,31,2,18.0,29.0,700.0,49.0,3.1,1014.2,-0.2,0.0,ESE,2.0,6
2013,3,31,4,14.0,57.0,1000.0,19.0,3.7,1012.9,0.6,0.0,SE,1.9,1
2013,3,31,5,19.0,67.0,1399.0,4.0,4.0,1018.3,1.7,0.0,SE,1.5,3
2013,3,31,11,7.0,40.0,900.0,13.0,4.3,1011.3,2.0,0.0,ESE,1.3,2
2013,3,31,12,27.0,38.0,900.0,16.0,4.9,1010.1,2.6,0.0,WNW,1.3,6
2013,3,31,13,20.0,77.0,1600.0,12.0,6.1,1009.7,2.2,0.0,N,1.6,5
2013,3,31,14,26.0,69.0,1500.0,29.0,6.0,1010.5,2.8,0.0,NE,2.0,4
2013,4,1,0,50.0,92.0,2399.0,8.0,7.4,1007.4,2.9,0.0,NE,0.8,5
2013,4,1,0,24.0,90.0,1700.0,2.0,6.6,1009.5,3.4,0.0,NE,0.8,10
2013,4,1,4,29.0,72.0,2299.0,3.0,4.4,1004.6,2.3,0.0,NNW,0.8,1
2013,4,1,4,15.0,45.0,1600.0,12.0,4.4,1004.6,2.3,0.0,NNW,0.8,2
2013,4,1,4,65.0,95.0,2600.0,2.0,4.8,1005.7,2.3,0.0,W,0.8,5
2013,4,1,9,21.0,32.0,300.0,63.0,11.9,1010.0,-2.7,0.0,N,4.8,10
2013,4,1,18,10.0,28.0,600.0,107.0,13.4,1016.0,-11.2,0.0,NNW,4.3,7
2013,4,1,21,3.0,6.0,300.0,96.0,9.1,1014.4,-17.9,0.0,ENE,2.1,1
2013,4,1,22,3.0,4.0,300.0,93.0,4.4,1014.6,-11.3,0.0,NW,0.7,6
2013,4,2,2,7.0,103.0,600.0,2.0,0.5,1017.4,-6.6,0.0,W,0.6,10
2013,4,2,6,4.0,10.0,300.0,52.0,2.3,1013.3,-12.0,0.0,S,0.5,2
2013,4,2,6,16.0,65.0,2200.0,2.0,3.8,1015.5,1.3,0.0,W,1.1,11
2013,4,2,9,60.0,92.0,1800.0,10.0,10.6,1015.2,1.7,0.0,WSW,2.4,10
2013,4,2,11,59.0,64.0,1899.0,72.0,13.7,1014.1,-0.7,0.0,SW,1.7,3
2013,4,2,15,38.0,45.0,1200.0,150.0,18.3,1008.7,-3.2,0.0,SW,3.5,3
2013,4,2,16,47.0,46.0,1300.0,143.0,18.0,1008.0,-3.5,0.0,SW,3.1,7
2013,4,2,20,46.0,55.0,2100.0,18.0,9.4,1003.2,-2.3,0.0,NNW,0.7,6
2013,4,2,21,62.0,80.0,1100.0,52.0,12.1,1003.5,-1.8,0.0,NW,0.5,5
2013,4,2,21,41.0,67.0,1100.0,54.0,13.2,1004.4,-1.9,0.0,SW,2.2,11
2013,4,2,22,41.0,72.0,1200.0,45.0,12.0,1007.4,-2.3,0.0,SE,0.8,9
2013,4,3,0,58.0,99.0,1300.0,2.0,8.4,1004.7,0.1,0.0,SW,1.0,0
2013,4,3,1,29.0,35.0,1300.0,72.0,6.7,1001.2,-1.5,0.0,NNE,0.8,2
2013,4,3,2,31.0,104.0,1500.0,2.0,6.1,1003.1,-0.4,0.0,ESE,0.6,11
2013,4,3,10,40.0,72.0,1399.0,70.0,18.0,1006.8,-1.3,0.0,ENE,3.6,4
2013,4,3,11,52.0,82.0,1300.0,93.0,17.8,1008.2,0.0,0.0,ESE,5.4,3
2013,4,3,12,56.0,76.0,1399.0,123.0,18.1,1007.8,1.1,0.0,SE,4.2,3
2013,4,3,12,58.0,55.0,1600.0,102.0,19.0,1005.0,1.0,0.0,E,2.6,11
2013,4,4,9,71.0,38.0,1899.0,49.0,10.0,1006.9,-5.6,0.0,WSW,2.9,6
2013,4,4,10,50.0,50.0,1600.0,54.0,9.5,1006.3,-5.6,0.0,NE,0.8,1
2013,4,4,13,72.0,76.0,2500.0,40.0,11.4,1008.9,-4.7,0.0,N,1.5,3
2013,4,4,16,51.0,88.0,2399.0,22.0,6.7,1009.0,2.6,0.5,NNE,2.5,9
2013,4,4,19,3.0,58.0,1899.0,23.0,5.9,1011.6,4.7,1.6,NNE,2.1,8
2013,4,4,22,16.0,81.0,2500.0,13.0,5.8,1010.1,5.1,0.7,N,0.0,4
2013,4,5,3,13.0,81.0,2200.0,2.0,6.3,1010.9,5.9,0.8,E,0.7,0
2013,4,5,6,11.0,46.0,2200.0,13.0,6.6,1010.0,5.9,0.0,NNE,0.7,11
2013,4,5,10,33.0,61.0,2100.0,21.0,12.9,1013.3,0.3,0.0,NW,5.7,7
2013,4,5,11,19.0,16.0,600.0,70.0,12.7,1008.2,-5.4,0.0,W,6.3,6
2013,4,5,18,3.0,20.0,400.0,66.0,9.0,1017.4,-8.6,0.0,NW,3.1,8
2013,4,5,19,3.0,26.0,400.0,75.0,8.2,1018.7,-10.2,0.0,NNW,3.0,9
2013,4,6,6,3.0,6.0,500.0,46.0,0.4,1011.9,-5.8,0.0,NW,0.9,6
2013,4,6,11,8.0,25.0,400.0,93.0,12.0,1009.5,-11.0,0.0,WNW,1.9,5
2013,4,6,12,9.0,10.0,300.0,83.0,13.1,1006.7,-12.2,0.0,NNW,1.8,2
2013,4,6,19,8.0,14.0,600.0,47.0,11.7,1005.8,-7.7,0.0,SW,3.7,0
2013,4,6,22,8.0,51.0,600.0,33.0,8.0,1008.8,-7.7,0.0,SSE,2.2,8
2013,4,7,3,18.0,91.0,800.0,4.0,2.6,1002.1,-3.1,0.0,N,0.0,5
2013,4,7,5,13.0,97.0,1100.0,2.0,3.0,1004.9,-1.7,0.0,NE,1.4,10
2013,4,7,20,49.0,95.0,1000.0,42.0,11.8,1002.8,1.1,0.0,NNW,4.0,4
2013,4,7,21,58.0,88.0,1000.0,40.0,10.5,1003.1,3.3,0.0,NE,2.7,4
2013,4,7,23,14.0,24.0,800.0,62.0,8.5,998.9,1.2,0.0,E,2.3,1
2013,4,7,23,7.0,22.0,700.0,56.0,8.5,998.9,1.2,0.0,E,2.3,2
2013,4,8,5,7.0,13.0,400.0,72.0,7.3,1005.5,-16.9,0.0,NNW,4.5,0
2013,4,8,9,3.0,3.0,200.0,89.0,8.6,1004.0,-12.0,0.0,NW,6.5,2
2013,4,8,9,3.0,24.0,300.0,78.0,9.5,1009.1,-13.7,0.0,NNW,5.9,9
2013,4,8,10,6.0,14.0,300.0,86.0,10.3,1007.5,-12.4,0.0,NNW,6.1,10
2013,4,9,4,3.0,3.0,200.0,89.0,5.3,1009.2,-10.5,0.0,NW,4.4,2
2013,4,9,8,11.0,46.0,300.0,72.0,7.5,1015.1,-9.9,0.0,NNW,6.2,10
2013,4,9,13,3.0,6.0,300.0,101.0,12.1,1016.3,-9.6,0.0,NW,5.1,3
2013,4,9,14,3.0,18.0,300.0,104.0,11.8,1016.0,-9.9,0.0,WNW,5.4,7
2013,4,9,20,3.0,13.0,400.0,91.0,6.8,1014.2,-11.9,0.0,N,2.2,1
2013,4,9,21,3.0,36.0,300.0,67.0,6.7,1017.3,-10.6,0.0,NNW,1.6,4
2013,4,10,10,8.0,25.0,400.0,87.3936,10.4,1016.3,-9.9,0.0,NW,4.6,7
2013,4,10,13,3.0,10.0,900.0,76.6836,11.9,1014.3,-11.0,0.0,WNW,5.9,8
2013,4,10,19,3.0,17.0,1000.0,81.1818,8.5,1014.3,-11.0,0.0,N,0.8,8
2013,4,11,1,11.0,103.0,1000.0,2.0,3.8,1013.6,-4.7,0.0,NNE,1.1,0
2013,4,11,2,7.0,89.0,1100.0,4.4982,6.4,1015.1,-10.8,0.0,NW,1.5,3
2013,4,11,6,13.0,108.0,600.0,2.142,4.6,1014.8,-9.2,0.0,N,1.8,10
2013,4,11,9,11.0,15.0,400.0,76.4694,11.1,1011.4,-11.7,0.0,NW,4.2,2
2013,4,11,11,8.0,13.0,400.0,109.4562,13.9,1015.0,-12.4,0.0,NNW,4.7,3
2013,4,11,20,3.0,18.0,500.0,53.9784,11.6,1011.1,-10.6,0.0,WSW,1.6,11
2013,4,12,0,7.0,113.0,800.0,2.9988,10.5,1013.1,-12.2,0.0,WSW,1.5,7
2013,4,12,5,4.0,9.0,300.0,48.0,0.8,1007.4,-7.2,0.0,WNW,0.5,6
2013,4,12,6,17.0,121.0,600.0,2.0,5.7,1011.0,-5.9,0.0,NE,1.1,10
2013,4,12,8,18.0,68.0,1100.0,9.0,12.2,1007.2,-8.9,0.0,SE,2.3,1
2013,4,13,2,59.0,65.0,700.0,27.0,15.6,999.2,2.0,0.0,W,2.7,7
2013,4,13,3,45.0,54.0,900.0,8.0,12.9,998.8,2.1,0.0,E,1.0,9
2013,4,13,7,15.0,46.0,700.0,20.0,14.2,993.6,0.1,0.0,ESE,0.8,1
2013,4,13,8,15.0,98.0,1100.0,5.0,17.4,994.6,2.2,0.0,S,0.5,5
2013,4,13,13,8.0,20.0,400.0,83.0,24.5,995.5,2.0,0.0,W,4.4,5
2013,4,13,17,12.0,20.0,200.0,132.0,21.5,1000.9,-3.8,0.0,NW,8.6,3
2013,4,13,18,3.0,10.0,300.0,100.0,19.0,998.4,-3.2,0.0,W,3.8,5
2013,4,13,19,3.0,7.0,400.0,84.0,18.2,1001.4,-5.8,0.0,WNW,3.8,11
2013,4,13,23,3.0,4.0,200.0,94.0,11.7,1003.4,-11.2,0.0,ENE,2.3,1
2013,4,14,5,3.0,21.0,200.0,63.0,6.9,1007.8,1.2,0.0,ESE,0.7,11
2013,4,14,6,3.0,20.0,300.0,70.0,7.8,1011.0,-15.8,0.0,NW,1.6,9
2013,4,14,7,3.0,21.0,300.0,51.0,9.4,1010.9,-14.5,0.0,NW,1.9,9
2013,4,14,13,5.0,9.0,300.0,101.0,15.9,1000.2,-5.2,0.0,SSE,3.3,6
2013,4,14,15,16.0,32.0,600.0,88.0,16.6,1003.6,-4.1,0.0,SSE,3.2,8
2013,4,14,20,20.0,38.0,600.0,74.0,14.1,999.8,-1.5,0.0,SSW,1.9,0
2013,4,15,7,16.0,133.0,1399.0,2.0,10.7,1000.2,-0.2,0.0,ENE,1.1,10
2013,4,15,9,40.0,56.0,1000.0,46.0,13.4,996.8,-2.6,0.0,SSE,1.8,1
2013,4,15,9,112.0,72.0,2299.0,38.0,13.6,1001.5,-3.7,0.0,E,2.4,7
2013,4,15,16,67.0,39.0,1800.0,135.0,17.3,991.0,1.3,0.0,SE,4.0,6
2013,4,15,22,17.0,20.0,600.0,85.0,10.4,999.2,-1.0,0.0,E,2.9,9
2013,4,16,2,44.0,55.0,1100.0,60.0,9.4,996.4,2.5,0.0,S,1.1,10
2013,4,16,6,36.0,56.0,1300.0,37.0,9.6,1002.2,1.0,0.0,WNW,1.1,8
2013,4,16,7,36.0,95.0,1300.0,16.0,12.3,1002.0,1.0,0.0,NE,1.5,7
2013,4,16,10,37.0,50.0,1200.0,63.0,17.4,1003.8,0.1,0.0,E,2.9,9
2013,4,16,14,21.0,26.0,400.0,101.0,22.0,1000.1,-0.7,0.0,NNE,1.8,0
2013,4,16,17,6.0,27.9208,300.0,103.0,19.7,1000.5,2.1,0.0,SSE,5.3,4
2013,4,16,18,5.0,11.0,300.0,101.0,17.7,997.7,-0.1,0.0,SSW,4.8,2
2013,4,16,22,25.0,57.0,800.0,87.0,9.6,1009.0,-1.5,0.0,SSE,2.0,7
2013,4,16,22,19.0,33.0,800.0,86.0,9.6,1009.0,-1.5,0.0,SSE,2.0,9
2013,4,17,11,26.0,28.0,700.0,67.0,13.9,1002.8,-3.4,0.0,ESE,2.9,11
2013,4,17,12,15.0,27.0,700.0,46.0,15.2,1005.2,-3.2,0.0,SE,3.2,3
2013,4,17,16,33.0,24.0,900.0,119.0,15.8,999.6,-4.2,0.0,SE,1.0,6
2013,4,17,17,27.0,52.0,700.0,96.0,14.3,1005.4,-4.5,0.0,ESE,2.2,7
2013,4,17,17,14.0,20.0,600.0,105.0,14.1,1005.9,-4.6,0.0,S,3.9,8
2013,4,17,19,12.0,49.0,500.0,87.0,12.2,1008.5,-7.3,0.0,SE,2.0,7
